kernel_id,run_name,mode,kname,status,t_arrival,t_scheduled,t_configured,t_completed
313,parallel,Tiled,2mm,COMPLETED,381665133902,381802251411,381802256026,381808518699
314,parallel,Tiled,2mm,COMPLETED,381665134258,381802281845,381802286515,381808549079
315,parallel,Tiled,2mm,COMPLETED,381665134403,381802397204,381802401829,381808664773
316,parallel,Tiled,saxpy,COMPLETED,381665134471,381727701478,381727703760,381727705523
317,parallel,Tiled,matmul,COMPLETED,381665135526,381727705580,381727707913,381734567146
318,parallel,Tiled,saxpy,COMPLETED,381665136519,381727722703,381727725070,381727726981
319,parallel,Tiled,matmul,COMPLETED,381665136622,381727726996,381727729321,381734588194
320,parallel,Tiled,saxpy,COMPLETED,381665137061,381727738780,381727741073,381727742897
321,parallel,Tiled,saxpy,COMPLETED,381665137568,381727742939,381727745225,381727747159
322,parallel,Tiled,saxpy,COMPLETED,381665137775,381727747174,381727749557,381727751438
323,parallel,Tiled,matmul,COMPLETED,381665137873,381727751453,381727753741,381734613188
