kernel_id,run_name,mode,kname,status,t_arrival,t_scheduled,t_configured,t_completed
25,sim_run,stateless(0.8),kernel_25,COMPLETED,25,5789118,5792118,5793513
26,sim_run,stateless(0.8),kernel_26,COMPLETED,26,5789118,5795118,11569338
27,sim_run,stateless(0.8),kernel_27,COMPLETED,27,5789118,5795118,11569338
28,sim_run,stateless(0.8),kernel_28,COMPLETED,28,5793513,5799513,11573733
29,sim_run,stateless(0.8),kernel_29,COMPLETED,29,5793513,5799513,11573733
30,sim_run,stateless(0.8),kernel_30,COMPLETED,30,5793513,5796513,5797908
31,sim_run,stateless(0.8),kernel_31,COMPLETED,31,5793513,5796513,5797908
32,sim_run,stateless(0.8),kernel_32,COMPLETED,32,5793513,5796513,5797908
33,sim_run,stateless(0.8),kernel_33,COMPLETED,33,5793513,5796513,5797908
34,sim_run,stateless(0.8),kernel_34,COMPLETED,34,5797908,5800908,5802303
35,sim_run,stateless(0.8),kernel_35,COMPLETED,35,5797908,5803908,11578128
36,sim_run,stateless(0.8),kernel_36,COMPLETED,36,11569338,11575338,17349558
37,sim_run,stateless(0.8),kernel_37,COMPLETED,37,11569338,11572338,11573733
38,sim_run,stateless(0.8),kernel_38,COMPLETED,38,11569338,11572338,11573733
39,sim_run,stateless(0.8),kernel_39,COMPLETED,39,11569338,11575338,17349558
40,sim_run,stateless(0.8),kernel_40,COMPLETED,40,11569338,11572338,11573733
41,sim_run,stateless(0.8),kernel_41,COMPLETED,41,11569338,11572338,11573733
42,sim_run,stateless(0.8),kernel_42,COMPLETED,42,11573733,11579733,17353953
43,sim_run,stateless(0.8),kernel_43,COMPLETED,43,11573733,11579733,17353953
44,sim_run,stateless(0.8),kernel_44,COMPLETED,44,11573733,11576733,11578128
45,sim_run,stateless(0.8),kernel_45,COMPLETED,45,11573733,11579733,17353953
46,sim_run,stateless(0.8),kernel_46,COMPLETED,46,11573733,11579733,17353953
47,sim_run,stateless(0.8),kernel_47,COMPLETED,47,11573733,11576733,11578128
48,sim_run,stateless(0.8),kernel_48,COMPLETED,48,11578128,11581128,11582523
49,sim_run,stateless(0.8),kernel_49,COMPLETED,49,11578128,11581128,11582523
50,sim_run,stateless(0.8),kernel_50,COMPLETED,50,11578128,11581128,11582523
51,sim_run,stateless(0.8),kernel_51,COMPLETED,51,11582523,11588523,17362743
52,sim_run,stateless(0.8),kernel_52,COMPLETED,52,11582523,11585523,11586918
53,sim_run,stateless(0.8),kernel_53,COMPLETED,53,11582523,11585523,11586918
54,sim_run,stateless(0.8),kernel_54,COMPLETED,54,11586918,11589918,11591313
55,sim_run,stateless(0.8),kernel_55,COMPLETED,55,11591313,11597313,17371533
56,sim_run,stateless(0.8),kernel_56,COMPLETED,56,17349558,17352558,17353953
57,sim_run,stateless(0.8),kernel_57,COMPLETED,57,17349558,17352558,17353953
58,sim_run,stateless(0.8),kernel_58,COMPLETED,58,17349558,17352558,17353953
59,sim_run,stateless(0.8),kernel_59,COMPLETED,59,17353953,17359953,23147358
60,sim_run,stateless(0.8),kernel_60,COMPLETED,60,17353953,17356953,17358348
61,sim_run,stateless(0.8),kernel_61,COMPLETED,61,17353953,17359953,23147358
62,sim_run,stateless(0.8),kernel_62,COMPLETED,62,17353953,17359953,23147358
63,sim_run,stateless(0.8),kernel_63,COMPLETED,63,17353953,17359953,23147358
64,sim_run,stateless(0.8),kernel_64,COMPLETED,64,17362743,17368743,23142963
65,sim_run,stateless(0.8),kernel_65,COMPLETED,65,17362743,17365743,17367138
66,sim_run,stateless(0.8),kernel_66,COMPLETED,66,17367138,17373138,23147358
67,sim_run,stateless(0.8),kernel_67,COMPLETED,67,17367138,17373138,23147358
68,sim_run,stateless(0.8),kernel_68,COMPLETED,68,17371533,17374533,17375928
69,sim_run,stateless(0.8),kernel_69,COMPLETED,69,17375928,17381928,23156148
70,sim_run,stateless(0.8),kernel_70,COMPLETED,70,23142963,23148963,28923183
71,sim_run,stateless(0.8),kernel_71,COMPLETED,71,23147358,23150358,23151753
72,sim_run,stateless(0.8),kernel_72,COMPLETED,72,23147358,23153358,28927578
73,sim_run,stateless(0.8),kernel_73,COMPLETED,73,23147358,23153358,28927578
74,sim_run,stateless(0.8),kernel_74,COMPLETED,74,23147358,23150358,23151753
75,sim_run,stateless(0.8),kernel_75,COMPLETED,75,23147358,23150358,23151753
76,sim_run,stateless(0.8),kernel_76,COMPLETED,76,23147358,23150358,23151753
77,sim_run,stateless(0.8),kernel_77,COMPLETED,77,23147358,23153358,28927578
78,sim_run,stateless(0.8),kernel_78,COMPLETED,78,23147358,23150358,23151753
79,sim_run,stateless(0.8),kernel_79,COMPLETED,79,23147358,23150358,23151753
80,sim_run,stateless(0.8),kernel_80,COMPLETED,80,23151753,23154753,23156148
81,sim_run,stateless(0.8),kernel_81,COMPLETED,81,23151753,23154753,23156148
82,sim_run,stateless(0.8),kernel_82,COMPLETED,82,23151753,23154753,23156148
83,sim_run,stateless(0.8),kernel_83,COMPLETED,83,23151753,23157753,28931973
84,sim_run,stateless(0.8),kernel_84,COMPLETED,84,23151753,23154753,23156148
85,sim_run,stateless(0.8),kernel_85,COMPLETED,85,23156148,23159148,23160543
86,sim_run,stateless(0.8),kernel_86,COMPLETED,86,23156148,23159148,23160543
87,sim_run,stateless(0.8),kernel_87,COMPLETED,87,23156148,23159148,23160543
88,sim_run,stateless(0.8),kernel_88,COMPLETED,88,23156148,23159148,23160543
89,sim_run,stateless(0.8),kernel_89,COMPLETED,89,23160543,23166543,28940763
90,sim_run,stateless(0.8),kernel_90,COMPLETED,90,23160543,23163543,23164938
91,sim_run,stateless(0.8),kernel_91,COMPLETED,91,23160543,23163543,23164938
92,sim_run,stateless(0.8),kernel_92,COMPLETED,92,23164938,23170938,28945158
93,sim_run,stateless(0.8),kernel_93,COMPLETED,93,23164938,23167938,23169333
94,sim_run,stateless(0.8),kernel_94,COMPLETED,94,23164938,23167938,23169333
95,sim_run,stateless(0.8),kernel_95,COMPLETED,95,23169333,23172333,23173728
96,sim_run,stateless(0.8),kernel_96,COMPLETED,96,23169333,23172333,23173728
97,sim_run,stateless(0.8),kernel_97,COMPLETED,97,23173728,23176728,23178123
98,sim_run,stateless(0.8),kernel_98,COMPLETED,98,28923183,28929183,34703403
99,sim_run,stateless(0.8),kernel_99,COMPLETED,99,28923183,28926183,28927578
100,sim_run,stateless(0.8),kernel_100,COMPLETED,100,28923183,28926183,28927578
101,sim_run,stateless(0.8),kernel_101,COMPLETED,101,28927578,28933578,34707798
102,sim_run,stateless(0.8),kernel_102,COMPLETED,102,28927578,28933578,34707798
103,sim_run,stateless(0.8),kernel_103,COMPLETED,103,28927578,28930578,28931973
104,sim_run,stateless(0.8),kernel_104,COMPLETED,104,28927578,28933578,34707798
105,sim_run,stateless(0.8),kernel_105,COMPLETED,105,28931973,28937973,34712193
106,sim_run,stateless(0.8),kernel_106,COMPLETED,106,28931973,28934973,28936368
107,sim_run,stateless(0.8),kernel_107,COMPLETED,107,28936368,28942368,34716588
108,sim_run,stateless(0.8),kernel_108,COMPLETED,108,28945158,28951158,34725378
109,sim_run,stateless(0.8),kernel_109,COMPLETED,109,28945158,28948158,28949553
110,sim_run,stateless(0.8),kernel_110,COMPLETED,110,28945158,28948158,28949553
111,sim_run,stateless(0.8),kernel_111,COMPLETED,111,34703403,34709403,40483623
112,sim_run,stateless(0.8),kernel_112,COMPLETED,112,34703403,34706403,34707798
113,sim_run,stateless(0.8),kernel_113,COMPLETED,113,34707798,34713798,40488018
114,sim_run,stateless(0.8),kernel_114,COMPLETED,114,34707798,34710798,34712193
115,sim_run,stateless(0.8),kernel_115,COMPLETED,115,34707798,34710798,34712193
116,sim_run,stateless(0.8),kernel_116,COMPLETED,116,34707798,34710798,34712193
117,sim_run,stateless(0.8),kernel_117,COMPLETED,117,34707798,34710798,34712193
118,sim_run,stateless(0.8),kernel_118,COMPLETED,118,34707798,34713798,40488018
119,sim_run,stateless(0.8),kernel_119,COMPLETED,119,34712193,34715193,34716588
120,sim_run,stateless(0.8),kernel_120,COMPLETED,120,34712193,34715193,34716588
121,sim_run,stateless(0.8),kernel_121,COMPLETED,121,34712193,34715193,34716588
122,sim_run,stateless(0.8),kernel_122,COMPLETED,122,34712193,34715193,34716588
123,sim_run,stateless(0.8),kernel_123,COMPLETED,123,34712193,34715193,34716588
124,sim_run,stateless(0.8),kernel_124,COMPLETED,124,34712193,34715193,34716588
125,sim_run,stateless(0.8),kernel_125,COMPLETED,125,34716588,34719588,34720983
126,sim_run,stateless(0.8),kernel_126,COMPLETED,126,34716588,34722588,40496808
127,sim_run,stateless(0.8),kernel_127,COMPLETED,127,34716588,34722588,40496808
0,sim_run,stateful,kernel_0,COMPLETED,0,100,3100,4495
1,sim_run,stateful,kernel_1,COMPLETED,1,101,6101,5792381
2,sim_run,stateful,kernel_2,COMPLETED,2,102,3102,4497
3,sim_run,stateful,kernel_3,COMPLETED,3,103,6103,5792383
4,sim_run,stateful,kernel_4,COMPLETED,4,104,6104,5792384
5,sim_run,stateful,kernel_5,COMPLETED,5,105,3105,4500
6,sim_run,stateful,kernel_6,COMPLETED,6,106,6106,5792386
7,sim_run,stateful,kernel_7,COMPLETED,7,107,6107,5792387
8,sim_run,stateful,kernel_8,COMPLETED,8,108,3108,4503
9,sim_run,stateful,kernel_9,COMPLETED,9,109,6109,5792389
10,sim_run,stateful,kernel_10,COMPLETED,10,4495,7495,8890
11,sim_run,stateful,kernel_11,COMPLETED,11,4497,7497,8892
12,sim_run,stateful,kernel_12,COMPLETED,12,4500,7500,8895
13,sim_run,stateful,kernel_13,COMPLETED,13,4503,7503,8898
14,sim_run,stateful,kernel_14,COMPLETED,14,8898,14898,5789118
15,sim_run,stateful,kernel_15,COMPLETED,15,8898,11898,13293
16,sim_run,stateful,kernel_16,COMPLETED,16,8898,11898,13293
17,sim_run,stateful,kernel_17,COMPLETED,17,13293,19293,5793513
18,sim_run,stateful,kernel_18,COMPLETED,18,5789118,5792118,5793513
19,sim_run,stateful,kernel_19,COMPLETED,19,5792383,5798383,11572603
20,sim_run,stateful,kernel_20,COMPLETED,20,5792383,5795383,5796778
21,sim_run,stateful,kernel_21,COMPLETED,21,5792386,5798386,11572606
22,sim_run,stateful,kernel_22,COMPLETED,22,5792386,5795386,5796781
23,sim_run,stateful,kernel_23,COMPLETED,23,5792386,5795386,5796781
24,sim_run,stateful,kernel_24,COMPLETED,24,5792386,5795386,5796781
25,sim_run,stateful,kernel_25,COMPLETED,25,5792386,5795386,5796781
26,sim_run,stateful,kernel_26,COMPLETED,26,5792387,5798387,11572607
27,sim_run,stateful,kernel_27,COMPLETED,27,5792389,5798389,11572609
28,sim_run,stateful,kernel_28,COMPLETED,28,5793513,5799513,11573733
29,sim_run,stateful,kernel_29,COMPLETED,29,5796781,5802781,11577001
30,sim_run,stateful,kernel_30,COMPLETED,30,5796781,5799781,5801176
31,sim_run,stateful,kernel_31,COMPLETED,31,5796781,5799781,5801176
32,sim_run,stateful,kernel_32,COMPLETED,32,5796781,5799781,5801176
33,sim_run,stateful,kernel_33,COMPLETED,33,5796781,5799781,5801176
34,sim_run,stateful,kernel_34,COMPLETED,34,5801176,5804176,5805571
35,sim_run,stateful,kernel_35,COMPLETED,35,5801176,5807176,11581396
36,sim_run,stateful,kernel_36,COMPLETED,36,5805571,5811571,11585791
37,sim_run,stateful,kernel_37,COMPLETED,37,11572603,11575603,11576998
38,sim_run,stateful,kernel_38,COMPLETED,38,11572603,11575603,11576998
39,sim_run,stateful,kernel_39,COMPLETED,39,11572606,11578606,17352826
40,sim_run,stateful,kernel_40,COMPLETED,40,11572607,11575607,11577002
41,sim_run,stateful,kernel_41,COMPLETED,41,11572607,11575607,11577002
42,sim_run,stateful,kernel_42,COMPLETED,42,11573733,11579733,17353953
43,sim_run,stateful,kernel_43,COMPLETED,43,11573733,11579733,17353953
44,sim_run,stateful,kernel_44,COMPLETED,44,11576998,11579998,11581393
45,sim_run,stateful,kernel_45,COMPLETED,45,11577002,11583002,17357222
46,sim_run,stateful,kernel_46,COMPLETED,46,11577002,11583002,17357222
47,sim_run,stateful,kernel_47,COMPLETED,47,11577002,11580002,11581397
48,sim_run,stateful,kernel_48,COMPLETED,48,11581393,11584393,11585788
49,sim_run,stateful,kernel_49,COMPLETED,49,11581396,11584396,11585791
50,sim_run,stateful,kernel_50,COMPLETED,50,11581396,11584396,11585791
51,sim_run,stateful,kernel_51,COMPLETED,51,11585791,11591791,17366011
52,sim_run,stateful,kernel_52,COMPLETED,52,11585791,11588791,11590186
53,sim_run,stateful,kernel_53,COMPLETED,53,11585791,11588791,11590186
54,sim_run,stateful,kernel_54,COMPLETED,54,11585791,11588791,11590186
55,sim_run,stateful,kernel_55,COMPLETED,55,11590186,11596186,17370406
56,sim_run,stateful,kernel_56,COMPLETED,56,11590186,11593186,11594581
57,sim_run,stateful,kernel_57,COMPLETED,57,11590186,11593186,11594581
58,sim_run,stateful,kernel_58,COMPLETED,58,11594581,11597581,11598976
59,sim_run,stateful,kernel_59,COMPLETED,59,11598976,11604976,17391256
60,sim_run,stateful,kernel_60,COMPLETED,60,17352826,17355826,17357221
61,sim_run,stateful,kernel_61,COMPLETED,61,17353953,17359953,23146233
62,sim_run,stateful,kernel_62,COMPLETED,62,17353953,17359953,23146233
63,sim_run,stateful,kernel_63,COMPLETED,63,17357222,17363222,23149502
64,sim_run,stateful,kernel_64,COMPLETED,64,17366011,17372011,23146231
65,sim_run,stateful,kernel_65,COMPLETED,65,17366011,17369011,17370406
66,sim_run,stateful,kernel_66,COMPLETED,66,17370406,17376406,23150626
67,sim_run,stateful,kernel_67,COMPLETED,67,17370406,17376406,23150626
68,sim_run,stateful,kernel_68,COMPLETED,68,17370406,17373406,17374801
69,sim_run,stateful,kernel_69,COMPLETED,69,17374801,17380801,23155021
70,sim_run,stateful,kernel_70,COMPLETED,70,23146231,23152231,28938511
71,sim_run,stateful,kernel_71,COMPLETED,71,23146231,23149231,23150626
72,sim_run,stateful,kernel_72,COMPLETED,72,23146233,23152233,28938513
73,sim_run,stateful,kernel_73,COMPLETED,73,23146233,23152233,28938513
74,sim_run,stateful,kernel_74,COMPLETED,74,23146233,23149233,23150628
75,sim_run,stateful,kernel_75,COMPLETED,75,23149502,23152502,23153897
76,sim_run,stateful,kernel_76,COMPLETED,76,23149502,23152502,23153897
77,sim_run,stateful,kernel_77,COMPLETED,77,23150626,23156626,28942906
78,sim_run,stateful,kernel_78,COMPLETED,78,23150626,23153626,23155021
79,sim_run,stateful,kernel_79,COMPLETED,79,23150626,23153626,23155021
80,sim_run,stateful,kernel_80,COMPLETED,80,23150626,23153626,23155021
81,sim_run,stateful,kernel_81,COMPLETED,81,23150628,23153628,23155023
82,sim_run,stateful,kernel_82,COMPLETED,82,23153897,23156897,23158292
83,sim_run,stateful,kernel_83,COMPLETED,83,23155021,23161021,28947301
84,sim_run,stateful,kernel_84,COMPLETED,84,23155021,23158021,23159416
85,sim_run,stateful,kernel_85,COMPLETED,85,23155021,23158021,23159416
86,sim_run,stateful,kernel_86,COMPLETED,86,23155021,23158021,23159416
87,sim_run,stateful,kernel_87,COMPLETED,87,23155021,23158021,23159416
88,sim_run,stateful,kernel_88,COMPLETED,88,23155023,23158023,23159418
89,sim_run,stateful,kernel_89,COMPLETED,89,23159416,23165416,28939636
90,sim_run,stateful,kernel_90,COMPLETED,90,23159416,23162416,23163811
91,sim_run,stateful,kernel_91,COMPLETED,91,23159416,23162416,23163811
92,sim_run,stateful,kernel_92,COMPLETED,92,23163811,23169811,28944031
93,sim_run,stateful,kernel_93,COMPLETED,93,23163811,23166811,23168206
94,sim_run,stateful,kernel_94,COMPLETED,94,23163811,23166811,23168206
95,sim_run,stateful,kernel_95,COMPLETED,95,23168206,23171206,23172601
96,sim_run,stateful,kernel_96,COMPLETED,96,23168206,23171206,23172601
97,sim_run,stateful,kernel_97,COMPLETED,97,23172601,23175601,23176996
98,sim_run,stateful,kernel_98,COMPLETED,98,28938511,28944511,34718731
99,sim_run,stateful,kernel_99,COMPLETED,99,28938511,28941511,28942906
100,sim_run,stateful,kernel_100,COMPLETED,100,28938511,28941511,28942906
101,sim_run,stateful,kernel_101,COMPLETED,101,28938513,28944513,34730793
102,sim_run,stateful,kernel_102,COMPLETED,102,28939636,28945636,34731916
103,sim_run,stateful,kernel_103,COMPLETED,103,28939636,28942636,28944031
104,sim_run,stateful,kernel_104,COMPLETED,104,28942906,28948906,34735186
105,sim_run,stateful,kernel_105,COMPLETED,105,28944031,28950031,34736311
106,sim_run,stateful,kernel_106,COMPLETED,106,28944031,28947031,28948426
107,sim_run,stateful,kernel_107,COMPLETED,107,28947301,28953301,34739581
108,sim_run,stateful,kernel_108,COMPLETED,108,28947301,28953301,34739581
109,sim_run,stateful,kernel_109,COMPLETED,109,28947301,28950301,28951696
110,sim_run,stateful,kernel_110,COMPLETED,110,28948426,28951426,28952821
111,sim_run,stateful,kernel_111,COMPLETED,111,34718731,34724731,40498951
112,sim_run,stateful,kernel_112,COMPLETED,112,34718731,34721731,34723126
113,sim_run,stateful,kernel_113,COMPLETED,113,34731916,34737916,40512136
114,sim_run,stateful,kernel_114,COMPLETED,114,34731916,34734916,34736311
115,sim_run,stateful,kernel_115,COMPLETED,115,34731916,34734916,34736311
116,sim_run,stateful,kernel_116,COMPLETED,116,34731916,34734916,34736311
117,sim_run,stateful,kernel_117,COMPLETED,117,34731916,34734916,34736311
118,sim_run,stateful,kernel_118,COMPLETED,118,34735186,34741186,40515406
119,sim_run,stateful,kernel_119,COMPLETED,119,34736311,34739311,34740706
120,sim_run,stateful,kernel_120,COMPLETED,120,34736311,34739311,34740706
121,sim_run,stateful,kernel_121,COMPLETED,121,34736311,34739311,34740706
122,sim_run,stateful,kernel_122,COMPLETED,122,34736311,34739311,34740706
123,sim_run,stateful,kernel_123,COMPLETED,123,34736311,34739311,34740706
124,sim_run,stateful,kernel_124,COMPLETED,124,34736311,34739311,34740706
125,sim_run,stateful,kernel_125,COMPLETED,125,34739581,34742581,34743976
126,sim_run,stateful,kernel_126,COMPLETED,126,34740706,34746706,40520926
127,sim_run,stateful,kernel_127,COMPLETED,127,34740706,34746706,40520926
